ID,Body,Team,Accessories,Jersey,Hair,Role,Number,Dunks,Shooting,Playmaking,Defense,Image url,Title,Description,URL,Overall
536,Human V,Boulder Elks,None,Away,Spiked,Player,44,78,82,65,85,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/536.png,BALLER #536,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//536,77.5
537,Human IV,Tallahassee Tarantulas,None,Away,Crazy Purple,Player,52,97,67,80,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/537.png,BALLER #537,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//537,79
538,Human III,Tallahassee Tarantulas,None,Away,Light Brown Short,Player,95,73,83,84,73,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/538.png,BALLER #538,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//538,78.25
539,Human IV,Portland Bats,None,Away,Cheetah,Player,16,85,80,80,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/539.png,BALLER #539,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//539,80.75
540,Human V,Helena Pronghorns,None,Away,Blonde Short,Player,64,83,82,73,69,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/540.png,BALLER #540,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//540,76.75
541,Human III,San Diego Keepers,None,Away,Thinning,Player,66,61,92,83,84,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/541.png,BALLER #541,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//541,80
542,Human I,San Diego Keepers,None,Away,Brown Cowlick,Player,25,86,78,74,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/542.png,BALLER #542,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//542,78.25
543,Human I,Alaska Whales,None,Away,Brown Cowlick,Player,30,72,83,85,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/543.png,BALLER #543,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//543,80.25
544,Human I,Las Vegas Scorpions,None,Away,Brown Cowlick,Player,90,73,82,76,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/544.png,BALLER #544,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//544,78
545,Human I,Tallahassee Tarantulas,None,Away,Blonde Crew,Player,44,84,83,84,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/545.png,BALLER #545,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//545,83.5
546,Human IV,Las Vegas Scorpions,None,Away,Brown Cowlick,Player,52,82,84,65,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/546.png,BALLER #546,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//546,78.5
547,Human V,Las Vegas Scorpions,None,Away,Brown Pompadour,Player,89,80,88,81,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/547.png,BALLER #547,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//547,81.25
548,Human I,San Diego Keepers,Armband Headband,Away,Shaved,Player,85,92,77,85,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/548.png,BALLER #548,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//548,84.25
549,Human IV,San Diego Keepers,None,Away,Very Thin,Player,28,92,72,80,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/549.png,BALLER #549,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//549,81.75
550,Human II,San Diego Keepers,None,Away,Bedhead,Player,82,76,78,84,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/550.png,BALLER #550,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//550,79
551,Human IV,Tallahassee Tarantulas,None,Away,Brown Moptop,Player,78,72,69,80,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/551.png,BALLER #551,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//551,75.5
552,Human I,Boulder Elks,None,Away,Black Pompadour,Player,43,83,83,81,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/552.png,BALLER #552,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//552,81.75
553,Human IV,Tallahassee Tarantulas,None,Away,Patchy,Player,86,78,86,72,60,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/553.png,BALLER #553,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//553,74
554,Human II,Portland Bats,Armband Headband,Away,Brown Pompadour,Player,41,78,84,82,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/554.png,BALLER #554,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//554,81
555,Human III,Las Vegas Scorpions,None,Away,Black Moptop,Player,51,81,85,88,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/555.png,BALLER #555,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//555,81.5
556,Human I,Alaska Whales,None,Away,Red Crew,Player,18,72,86,84,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/556.png,BALLER #556,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//556,81.25
557,Human IV,San Diego Keepers,None,Away,Black Taper,Player,74,86,85,84,86,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/557.png,BALLER #557,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//557,85.25
558,Human III,Portland Bats,None,Away,Black Moptop,Player,0,80,81,78,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/558.png,BALLER #558,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//558,78.75
559,Human V,Tallahassee Tarantulas,None,Away,Spiked,Player,55,90,65,67,93,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/559.png,BALLER #559,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//559,78.75
560,Human III,Tallahassee Tarantulas,None,Away,Very Thin,Player,37,80,73,84,84,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/560.png,BALLER #560,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//560,80.25
561,Human V,Alaska Whales,None,Away,Thinning,Player,1,76,90,77,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/561.png,BALLER #561,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//561,81.5
562,Human V,Portland Bats,None,Away,Black Taper,Player,85,94,89,70,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/562.png,BALLER #562,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//562,81.25
563,Human I,Las Vegas Scorpions,None,Away,Striped,Player,45,81,73,83,94,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/563.png,BALLER #563,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//563,82.75
564,Human V,Boulder Elks,None,Away,Very Thin,Player,87,84,85,73,66,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/564.png,BALLER #564,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//564,77
565,Human III,Tallahassee Tarantulas,None,Away,Cheetah,Player,42,66,80,65,90,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/565.png,BALLER #565,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//565,75.25
566,Human I,Iowa City Rattlesnakes,None,Away,Brown Cowlick,Player,70,74,74,68,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/566.png,BALLER #566,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//566,74.5
567,Human II,Iowa City Rattlesnakes,None,Away,Black Taper,Player,49,84,89,84,92,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/567.png,BALLER #567,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//567,87.25
568,Human IV,Helena Pronghorns,None,Away,Crazy Orange,Player,78,80,78,98,99,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/568.png,BALLER #568,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//568,88.75
569,Human II,Alaska Whales,None,Away,Crazy Orange,Player,60,74,99,78,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/569.png,BALLER #569,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//569,81.5
570,Human II,Las Vegas Scorpions,None,Away,Spiked,Player,60,92,86,72,69,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/570.png,BALLER #570,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//570,79.75
571,Human III,Iowa City Rattlesnakes,None,Away,Crazy Purple,Player,50,80,68,76,85,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/571.png,BALLER #571,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//571,77.25
572,Human II,Alaska Whales,None,Away,Striped,Player,62,85,80,90,86,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/572.png,BALLER #572,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//572,85.25
573,Human V,Tallahassee Tarantulas,None,Away,Black Short,Player,88,70,85,75,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/573.png,BALLER #573,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//573,77.5
574,Human II,Iowa City Rattlesnakes,None,Away,Crazy Orange,Player,56,91,78,66,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/574.png,BALLER #574,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//574,79
575,Human II,Boulder Elks,None,Away,Cheetah,Player,40,73,74,80,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/575.png,BALLER #575,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//575,75.75
576,Human III,Helena Pronghorns,None,Away,Black Short,Player,24,74,72,77,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/576.png,BALLER #576,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//576,74.5
577,Human IV,Iowa City Rattlesnakes,Armband Headband,Away,Thinning,Player,42,78,82,68,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/577.png,BALLER #577,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//577,76.5
578,Human II,Helena Pronghorns,None,Away,Crazy Orange,Player,12,84,92,70,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/578.png,BALLER #578,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//578,80.5
579,Human IV,Iowa City Rattlesnakes,None,Away,Brown Cowlick,Player,5,86,93,76,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/579.png,BALLER #579,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//579,81.75
580,Human IV,Portland Bats,None,Away,Spiked,Player,55,72,94,82,69,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/580.png,BALLER #580,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//580,79.25
581,Human IV,Portland Bats,None,Away,Black Taper,Player,84,86,72,78,94,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/581.png,BALLER #581,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//581,82.5
582,Human I,Iowa City Rattlesnakes,None,Away,Afro,Player,41,85,72,84,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/582.png,BALLER #582,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//582,78.25
583,Human II,Alaska Whales,None,Away,Patchy,Player,74,68,72,74,88,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/583.png,BALLER #583,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//583,75.5
584,Human III,Boulder Elks,None,Away,Cheetah,Player,63,77,78,75,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/584.png,BALLER #584,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//584,75.5
585,Human I,Helena Pronghorns,None,Away,Brown Taper,Player,46,81,69,72,63,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/585.png,BALLER #585,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//585,71.25
586,Human I,Las Vegas Scorpions,None,Away,Red Crew,Player,43,73,78,80,74,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/586.png,BALLER #586,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//586,76.25
587,Human IV,Iowa City Rattlesnakes,None,Away,Red Crew,Player,97,73,72,93,84,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/587.png,BALLER #587,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//587,80.5
588,Human IV,Helena Pronghorns,None,Away,Afro,Player,28,83,73,63,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/588.png,BALLER #588,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//588,74.25
589,Human II,Tallahassee Tarantulas,None,Away,Blonde Crew,Player,42,66,86,81,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/589.png,BALLER #589,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//589,78.75
590,Human III,Boulder Elks,None,Away,Brown Moptop,Player,19,76,75,78,61,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/590.png,BALLER #590,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//590,72.5
591,Human V,Boulder Elks,None,Away,Shaved,Player,75,77,72,91,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/591.png,BALLER #591,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//591,80
592,Human II,Alaska Whales,None,Away,Shaved,Player,67,99,74,91,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/592.png,BALLER #592,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//592,86.75
593,Human IV,Portland Bats,None,Away,Brown Short,Player,85,83,75,68,74,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/593.png,BALLER #593,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//593,75
594,Human III,Las Vegas Scorpions,None,Away,Crazy Orange,Player,77,70,91,75,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/594.png,BALLER #594,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//594,77
595,Human IV,Tallahassee Tarantulas,None,Away,Thinning,Player,47,84,91,74,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/595.png,BALLER #595,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//595,83
596,Human II,Alaska Whales,None,Away,Light Brown Short,Player,38,84,61,82,65,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/596.png,BALLER #596,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//596,73
597,Human IV,San Diego Keepers,None,Away,Blonde Crewcut,Player,19,78,96,69,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/597.png,BALLER #597,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//597,79.75
598,Human I,San Diego Keepers,None,Away,Blonde Short,Player,77,93,70,92,65,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/598.png,BALLER #598,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//598,80
599,Human III,Las Vegas Scorpions,None,Away,Spiked,Player,60,96,66,85,69,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/599.png,BALLER #599,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//599,79
601,Human III,Tallahassee Tarantulas,None,Away,Black Moptop,Player,69,72,75,86,86,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/601.png,BALLER #601,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//601,79.75
602,Human II,Iowa City Rattlesnakes,None,Away,Afro,Player,39,77,73,78,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/602.png,BALLER #602,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//602,76
603,Human III,Boulder Elks,None,Away,Bedhead,Player,69,83,74,68,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/603.png,BALLER #603,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//603,75.25
604,Human II,Boulder Elks,None,Away,Brown Moptop,Player,11,90,73,84,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/604.png,BALLER #604,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//604,82.25
605,Human I,Alaska Whales,None,Away,Spiked,Player,6,82,78,75,88,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/605.png,BALLER #605,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//605,80.75
606,Human I,Iowa City Rattlesnakes,Armband Headband,Away,Spiked,Player,96,84,86,85,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/606.png,BALLER #606,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//606,81.75
607,Human II,Iowa City Rattlesnakes,None,Away,Crazy Purple,Player,73,83,60,85,65,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/607.png,BALLER #607,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//607,73.25
608,Human IV,Tallahassee Tarantulas,None,Away,Black Moptop,Player,84,68,77,80,97,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/608.png,BALLER #608,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//608,80.5
609,Human I,San Diego Keepers,None,Away,Brown Taper,Player,6,86,76,83,77,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/609.png,BALLER #609,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//609,80.5
610,Human I,Iowa City Rattlesnakes,None,Away,Crazy Blue,Player,40,74,84,90,90,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/610.png,BALLER #610,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//610,84.5
611,Human IV,Boulder Elks,None,Away,Black Short,Player,22,84,75,66,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/611.png,BALLER #611,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//611,74.25
612,Human V,Boulder Elks,None,Away,Brown Taper,Player,12,75,85,72,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/612.png,BALLER #612,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//612,77.5
613,Human I,San Diego Keepers,None,Away,Blonde Crewcut,Player,85,91,90,86,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/613.png,BALLER #613,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//613,85.5
614,Human III,Alaska Whales,None,Away,Brown Short,Player,22,81,88,68,73,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/614.png,BALLER #614,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//614,77.5
615,Human II,Tallahassee Tarantulas,None,Away,Blonde Crew,Player,23,91,91,83,65,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/615.png,BALLER #615,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//615,82.5
